213,Captain Tsubasa 2: Junior Youth-hen,29,"Esportes, Shounen",2023,??,https://www.anroll.net/a/DNthJvEPu6
214,Captain Tsubasa 2: Junior Youth-hen - Dublado,25,"Esportes, Shounen",2023,??,https://www.anroll.net/a/QrGK6CO3Ya
215,Cardcaptor Sakura,70,"Aventura, Comédia, Drama, Fantasia, Romance",1998,??,https://www.anroll.net/a/VWDkCv3Muj
216,Cardfight!! Vanguard: will+Dress 2,12,Ação,2023,??,https://www.anroll.net/a/hNfqH8GKEW
217,Cardfight!! Vanguard: will+Dress 3,6,Ação,2023,??,https://www.anroll.net/a/lOjPSHS7VT
218,Carole & Tuesday,24,"Drama, Ficção Científica, Música, Romance",2019,7.9,https://www.anroll.net/a/Pb8SFbdHzw
219,Castlevania,4,"Ação, Aventura, Terror, Vampiro",2017,7.2,https://www.anroll.net/a/oT772lGXYp
220,Castlevania 2,8,"Ação, Aventura, Terror, Vampiro",2018,7.2,https://www.anroll.net/a/sHvESRzHwP
221,Centaur no Nayami,12,"Ação, Comédia, Escola, Fantasia, Seinen, Slice of Life",2017,6.5,https://www.anroll.net/a/GUG9yrIFk7
222,Cestvs: The Roman Fighter,11,"Ação, Drama, Histórico, Seinen",2021,6.0,https://www.anroll.net/a/zc786wh7dS
223,Chainsaw Man,12,"Ação, Sobrenatural",2022,??,https://www.anroll.net/a/b7hZg5vdfo
224,Charlotte,13,"Drama, Escola, Super Poderes",2015,7.8,https://www.anroll.net/a/aEeAISxDd9
225,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,12,"Comédia, Fantasia",2021,6.5,https://www.anroll.net/a/Hm6hEEkWqy
226,Chihayafuru,24,"Drama, Escola, Esportes, Jogos, Josei, Slice of Life",2011,8.2,https://www.anroll.net/a/NB4pS39gRy
227,Chihayafuru 2,25,"Drama, Escola, Esportes, Jogos, Josei, Slice of Life",2013,8.4,https://www.anroll.net/a/S7Yhu4zX57
228,Chihayafuru 3,26,"Drama, Escola, Esportes, Jogos, Josei, Slice of Life",2019,8.5,https://www.anroll.net/a/mgVOiFwfHP
229,Chio-chan no Tsuugakuro (Chios School Road),12,"Comédia, Seinen",2018,7.5,https://www.anroll.net/a/c6MPYFBWXI
230,Chiyu Mahou no Machigatta Tsukaikata,13,"Ação, Fantasia",2023,??,https://www.anroll.net/a/RIoMBfY6PA
231,Chiyu Mahou no Machigatta Tsukaikata Dublado,13,"Ação, Fantasia",2023,??,https://www.anroll.net/a/BgXO0jSqyP
232,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,12,Fantasia,2019,6.3,https://www.anroll.net/a/5hlmM04Wrz
233,Chuubyou Gekihatsu Boy,11,"Comédia, Escola, Música",2019,6.8,https://www.anroll.net/a/tuF34UQcCh
234,Chuukan Kanriroku Tonegawa,24,"Comédia, Drama, Psicológico, Seinen",2018,7.2,https://www.anroll.net/a/d54hr26TxV
235,Chuunibyou demo Koi ga Shitai!,12,"Comédia, Drama, Escola, Romance, Slice of Life",2012,7.7,https://www.anroll.net/a/EuYLuhJ96a
236,Chuunibyou demo Koi ga Shitai! Ren,12,"Comédia, Drama, Escola, Romance, Slice of Life",2014,7.6,https://www.anroll.net/a/p9MrwoacKl
237,Citrus,12,"Drama, Escola, Romance, Shoujo, Shoujo Ai",2018,6.5,https://www.anroll.net/a/ziyJNihSLv
238,Clannad,24,"Comédia, Drama, Escola, Romance, Slice of Life, Sobrenatural",2007,8.0,https://www.anroll.net/a/cKfOPuYhjy
239,Clannad: After Story,25,"Comédia, Drama, Romance, Slice of Life, Sobrenatural",2008,8.9,https://www.anroll.net/a/QTkeQ7Gqps
240,Claymore,26,"Ação, Aventura, Demônios, Fantasia, Shounen, Sobrenatural, Super Poderes",2007,7.8,https://www.anroll.net/a/5hX01S2JDe
241,Clockwork Planet,12,"Fantasia, Ficção Científica",2017,6.5,https://www.anroll.net/a/7wXLj89khU
242,Code Geass: Hangyaku no Lelouch,25,"Ação, Drama, Escola, Ficção Científica, Militar, Robôs Gigantes, Super Poderes",2006,8.7,https://www.anroll.net/a/RtxR0cu2A2
243,Code Geass: Hangyaku no Lelouch R2,25,"Ação, Drama, Ficção Científica, Militar, Robôs Gigantes, Super Poderes",2008,8.9,https://www.anroll.net/a/XdgpBq8YJV
244,Comic Girls,12,"Comédia, Slice of Life",2018,7.4,https://www.anroll.net/a/SidPxvUBoy
245,Conception,12,"Ação, Aventura, Fantasia, Harém, Magia, Romance",2018,4.6,https://www.anroll.net/a/cSEYjVqqfy
246,"Cool Doji Danshi (Play It Cool, Guys)",24,Slice of Life,2022,??,https://www.anroll.net/a/RM4JhpDZ5z
247,Cop Craft,12,"Ação, Fantasia, Ficção Científica, Magia, Policial",2019,6.7,https://www.anroll.net/a/SeUH9hMSaq
248,Cowboy Bebop,26,"Ação, Aventura, Comédia, Drama, Espaço, Ficção Científica",1998,8.8,https://www.anroll.net/a/briz0PCYbx
249,Cross Ange: Tenshi to Ryuu no Rondo,25,"Ação, Ficção Científica, Robôs Gigantes",2015,7.4,https://www.anroll.net/a/z01qR8INpU
250,CUE!,19,,2022,??,https://www.anroll.net/a/VXbXBDqdyl
251,D.Gray-man,50,"Ação, Aventura, Comédia, Demônios, Shounen, Super Poderes",2006,8.0,https://www.anroll.net/a/FvCDhExah4
252,D.Gray-man Hallow,13,"Ação, Aventura, Demônios, Shounen, Super Poderes",2016,7.7,https://www.anroll.net/a/gRfym3vzEd
253,Dakaretai Otoko 1-i ni Odosarete Imasu.,13,"Comédia, Drama, Romance, Shounen Ai",2018,7.4,https://www.anroll.net/a/QsF35FrOT0
254,Dance Dance Danseur,11,Drama,2022,??,https://www.anroll.net/a/jWXVMWPDg8
255,Dark Gathering,25,"Shounen, Sobrenatural, Terror",2023,??,https://www.anroll.net/a/MEy8DixI4e
256,Darker than Black: Kuro no Keiyakusha,26,"Ação, Ficção Científica, Mistério, Super Poderes",2007,8.1,https://www.anroll.net/a/HEL0B07fRq
257,Darker than Black: Kuro no Keiyakusha Gaiden,26,"Ação, Ficção Científica, Mistério, Super Poderes",2010,8.1,https://www.anroll.net/a/5q84piHk8n
258,Darker than Black: Ryuusei no Gemini,12,"Ação, Ficção Científica, Mistério, Super Poderes",2009,7.5,https://www.anroll.net/a/UJks0RxE0u
259,DARLING in the FRANXX,24,"Ação, Drama, Ficção Científica, Robôs Gigantes, Romance",2018,7.3,https://www.anroll.net/a/czuXISVeJF
260,DARLING in the FRANXX (Dublado),24,"Ação, Drama, Ficção Científica, Robôs Gigantes, Romance",2018,7.3,https://www.anroll.net/a/AtYGBVBj8C
261,Darwin's Game,11,"Ação, Mistério, Shounen",2020,7.3,https://www.anroll.net/a/5AAkpvSYQw
262,Date a Live,12,"Comédia, Escola, Ficção Científica, Harém, Robôs Gigantes, Romance",2013,7.2,https://www.anroll.net/a/HWIIIVRzQ6
263,Date a Live II,10,"Comédia, Escola, Ficção Científica, Harém, Robôs Gigantes, Romance",2014,7.2,https://www.anroll.net/a/PTthVohr9t
264,Date a Live III,12,"Comédia, Escola, Ficção Científica, Harém, Robôs Gigantes, Romance",2019,7.2,https://www.anroll.net/a/88RB6mx15Q
265,Date A Live IV,12,"Comédia, Ficção Científica, Romance",2022,??,https://www.anroll.net/a/mXGoxXrTvP
266,Date A Live V,4,"Ação, Escola, Fantasia, Ficção Científica, Harém, Romance",2024,??,https://www.anroll.net/a/XYuPDXy3pL
267,Dead Mount Death Play,12,"Ação, Fantasia, Sobrenatural",2023,??,https://www.anroll.net/a/PTT3UWXpGf
268,Dead Mount Death Play Part 2,12,"Ação, Fantasia, Seinen, Sobrenatural",2023,??,https://www.anroll.net/a/YTtIIopDni
269,Deadman Wonderland,12,"Ação, Ficção Científica, Shounen, Terror",2011,7.2,https://www.anroll.net/a/xuSvsJXDb1
270,Deaimon,12,Slice of Life,2022,??,https://www.anroll.net/a/e2EPW3t7Gu
271,DearS,13,"Comédia, Ecchi, Ficção Científica, Harém, Romance, Shounen",2004,6.6,https://www.anroll.net/a/yxAgq3JhWR
272,Death March kara Hajimaru Isekai Kyousoukyoku,12,"Aventura, Fantasia, Harém",2018,6.5,https://www.anroll.net/a/yYHt0vy28k
273,Death Note,37,"Mistério, Policial, Psicológico, Shounen, Sobrenatural, Suspense",2006,8.6,https://www.anroll.net/a/qzw2Z6gy78
274,Death Parade,12,"Drama, Mistério, Suspense",2015,??,https://www.anroll.net/a/aerLPtKEMr
275,Deatte 5-byou de Battle (Battle Game in 5 Seconds),12,"Ação, Sobrenatural, Super Poderes",2021,6.9,https://www.anroll.net/a/eLJj0GL1dQ
276,Deca-Dence,12,"Ação, Aventura, Ficção Científica",2020,7.4,https://www.anroll.net/a/TNclR9ZvOO
277,Deep Insanity: The Lost Child,12,Ficção Científica,2021,5.3,https://www.anroll.net/a/hpPhdSMnNi
278,Dekiru Neko wa Kyou mo Yuuutsu,13,"Comédia, Sobrenatural",2023,??,https://www.anroll.net/a/YNG3Il7LDU
279,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,6,"Ação, Aventura, Fantasia",2024,??,https://www.anroll.net/a/C2MG531cIO
280,Dekoboko Majo no Oyako Jijou,12,"Comédia, Fantasia",2023,??,https://www.anroll.net/a/uTgshq3xX2
281,Densetsu no Yuusha no Densetsu (The Legend of the Legendary Heroes),24,"Ação, Aventura, Fantasia, Magia, Shounen",2010,7.6,https://www.anroll.net/a/TuB1PuvFUs
282,Diamond no Ace,75,"Comédia, Escola, Esportes, Shounen",2013,8.1,https://www.anroll.net/a/nyvhANtnD6
283,Diamond no Ace 2,51,"Comédia, Escola, Esportes, Shounen",2015,8.1,https://www.anroll.net/a/i4pYvDZZfG
284,Diamond no Ace: Act II,52,"Comédia, Escola, Esportes, Shounen",2019,8.2,https://www.anroll.net/a/2MMmEJkRiU
285,Dies Irae,18,"Aventura, Magia, Militar, Super Poderes",2017,5.4,https://www.anroll.net/a/bC9Y8uK2SH
286,Digimon Adventure (2020),58,"Ação, Aventura, Comédia, Fantasia",2020,6.4,https://www.anroll.net/a/ywJGlh8PB2
287,Digimon Adventure (Digimon: Digital Monsters),54,"Ação, Aventura, Comédia, Fantasia, Infantil",1999,7.8,https://www.anroll.net/a/n5xEaHK6ee
288,Digimon Adventure tri,26,,720,??,https://www.anroll.net/a/HEg1al4G0h
289,Digimon Frontier,25,"Ação, Aventura, Comédia, Drama, Fantasia, Shounen",2002,7.2,https://www.anroll.net/a/U3kMeGUquZ
290,Digimon Ghost Game,9,"Ação, Aventura, Comédia, Fantasia",2021,7.2,https://www.anroll.net/a/YYOtzegGGM
291,Digimon Tamers,51,"Aventura, Comédia, Drama, Fantasia, Shounen",2001,7.6,https://www.anroll.net/a/WCxXMkoEwU
292,Do It Yourself!!,12,"Comédia, Slice of Life",2022,??,https://www.anroll.net/a/4tOy9Pk3lh
293,Dog Days,13,"Ação, Aventura, Fantasia, Magia",2011,6.9,https://www.anroll.net/a/kcdGm0YmzQ
294,Dog Days 2,13,"Ação, Aventura, Fantasia, Magia",2012,7.0,https://www.anroll.net/a/p35NEfLeGe
295,Dokyuu Hentai HxEros,12,"Ação, Comédia, Ecchi, Escola, Shounen, Sobrenatural",2020,5.8,https://www.anroll.net/a/uzmqGKxJjo
296,Dolls' Frontline,12,"Ação, Drama, Ficção Científica",2022,??,https://www.anroll.net/a/fMlwBgHDD9
297,Domestic na Kanojo (Domestic Girlfriend),12,"Drama, Escola, Romance, Shounen",2019,6.7,https://www.anroll.net/a/QFEHJGzC9w
298,Donten ni Warau,12,"Ação, Sobrenatural",2014,??,https://www.anroll.net/a/wbIIkUIuhY
299,Dorohedoro,12,"Ação, Comédia, Fantasia, Seinen, Terror",2020,8.1,https://www.anroll.net/a/92z50G8oTK
300,Dororo,24,"Ação, Aventura, Demônios, Histórico, Samurai, Shounen, Sobrenatural",2019,8.2,https://www.anroll.net/a/v99d94em1G
301,Dosanko Gal wa Namara Menkoi,12,"Comédia, Escola, Shounen",2024,??,https://www.anroll.net/a/mTHnl05t8t
302,Dosanko Gal wa Namara Menkoi - Dublado,12,"Comédia, Escola, Shounen",2024,??,https://www.anroll.net/a/O4w7qm4e4j
303,DOTA: Dragon's Blood,8,"Ação, Fantasia, Ficção Científica, Jogos",2021,7.0,https://www.anroll.net/a/Gv9m6Y476O
304,DOTA: Dragon's Blood (Dublado),8,"Ação, Fantasia, Ficção Científica, Jogos",2021,7.0,https://www.anroll.net/a/ZZ5i68DZMG
305,Double Decker! Doug & Kirill,13,"Ação, Comédia, Ficção Científica, Policial",2018,6.8,https://www.anroll.net/a/WAnNAJuQhD
306,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",12,"Comédia, Slice of Life",2019,7.7,https://www.anroll.net/a/nDY6LkUIxj
307,Dr. Stone,24,"Aventura, Ficção Científica, Shounen",2019,8.3,https://www.anroll.net/a/TTQjw4amBn
308,Dr. Stone (Dublado),22,"Aventura, Ficção Científica, Shounen",2019,8.3,https://www.anroll.net/a/yNj0HGNh5S
309,Dr. Stone: New World (Dr. Stone 3),11,"Aventura, Comédia, Ficção Científica, Shounen",2023,??,https://www.anroll.net/a/etRjnwi1RB
310,Dr. Stone: New World (Dr. Stone 3) Dublado,11,"Aventura, Comédia, Ficção Científica, Shounen",2023,??,https://www.anroll.net/a/bZGEW5294M
311,Dr. Stone: New World (Dr. Stone 3) Part 2,11,"Aventura, Comédia, Ficção Científica, Shounen",2023,??,https://www.anroll.net/a/9PD135lp3F
312,Dr. Stone: New World (Dr. Stone 3) Part 2 - Dublado,10,"Aventura, Comédia, Ficção Científica, Shounen",2023,??,https://www.anroll.net/a/teeZCBWgjP
313,Dr. Stone: Stone Wars (Dr. Stone 2),11,"Aventura, Ficção Científica, Shounen",2021,8.2,https://www.anroll.net/a/vRw1HbCRTM
314,Dragon Ball - Dublado,153,"Artes Marciais, Aventura, Comédia, Fantasia, Shounen, Super Poderes",1986,8.0,https://www.anroll.net/a/N5fgNklgGT
315,Dragon Ball GT - Dublado,64,"Ação, Aventura, Comédia, Ficção Científica, Shounen, Super Poderes",1996,6.5,https://www.anroll.net/a/nZnuokD8oI
316,Dragon Ball Super,131,"Ação, Artes Marciais, Aventura, Comédia, Fantasia, Shounen",2015,7.4,https://www.anroll.net/a/ZjdjRETyYF
317,Dragon Ball Super - Dublado,131,"Ação, Artes Marciais, Aventura, Comédia, Fantasia, Shounen, Super Poderes",2015,7.4,https://www.anroll.net/a/M7soi0evRy
318,Dragon Ball Z - Dublado,291,"Ação, Artes Marciais, Aventura, Comédia, Fantasia, Shounen, Super Poderes",1989,8.2,https://www.anroll.net/a/c6OpnXQVIb
319,Dragon Quest: Dai no Daibouken (2020),59,"Ação, Aventura, Fantasia, Shounen",2020,7.1,https://www.anroll.net/a/wPCBODSRYI
320,Dragon Raja (Long Zu),6,"Aventura, Fantasia",2024,??,https://www.anroll.net/a/qqbc4GUQls
321,"Dragon, Ie wo Kau.",12,"Comédia, Fantasia, Shounen",2021,6.4,https://www.anroll.net/a/1yesJNVdF8
322,DRAMAtical Murder,12,"Ação, Ficção Científica",2014,??,https://www.anroll.net/a/ELhBa9Rsgd
323,Dream Festival!,12,Música,2016,7.0,https://www.anroll.net/a/vrMvfjuerH
324,Dream Festival! R,12,Música,2017,7.0,https://www.anroll.net/a/wBZYSBisNJ
325,Drifters,12,"Ação, Aventura, Comédia, Fantasia, Histórico, Samurai, Seinen",2016,7.9,https://www.anroll.net/a/A1hrnJaU8Y
326,Dumbbell Nan Kilo Moteru?,12,"Comédia, Ecchi",2019,7.3,https://www.anroll.net/a/1MYmsedJkv
327,Dungeon Meshi,17,"Comédia, Fantasia",2024,??,https://www.anroll.net/a/I6LlZXpu9j
328,Dungeon Meshi - Dublado,18,"Comédia, Fantasia",2024,??,https://www.anroll.net/a/GQNHzra7Og
329,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,13,"Ação, Aventura, Comédia, Fantasia, Romance",2015,7.6,https://www.anroll.net/a/6sgLK3k7uU
330,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,13,"Ação, Aventura, Comédia, Fantasia, Romance",2019,7.5,https://www.anroll.net/a/OjYFqMeWG2
331,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,12,"Ação, Aventura, Comédia, Fantasia, Romance",2020,7.5,https://www.anroll.net/a/J9qlwYdvdm
332,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,11,"Ação, Aventura, Fantasia",2023,??,https://www.anroll.net/a/72MuEJlnqu
333,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,11,"Ação, Aventura, Comédia, Fantasia, Romance",2022,??,https://www.anroll.net/a/6mioaM6hJb
334,D_Cide Traumerei the Animation,13,"Ação, Aventura, Drama, Fantasia, Magia",2021,5.9,https://www.anroll.net/a/T6w1TzWC7b
335,Edens Zero,25,"Ação, Aventura, Comédia, Fantasia, Ficção Científica, Shounen",2021,7.3,https://www.anroll.net/a/yMVlnzETdi
336,Edens Zero 2,25,"Ação, Aventura, Fantasia, Ficção Científica",2023,??,https://www.anroll.net/a/lpasqq6wI5
337,Edomae Elf,12,"Comédia, Sobrenatural",2023,??,https://www.anroll.net/a/qooB1c0S3y
338,Egao no Daika,12,"Drama, Fantasia, Militar, Robôs Gigantes, Slice of Life",2019,6.1,https://www.anroll.net/a/brRQ2ZpZYb
339,Eiyuu Kyoushitsu,12,"Ação, Ecchi, Escola, Fantasia, Harém",2023,??,https://www.anroll.net/a/5RQtVNLcZD
340,Eiyuu Kyoushitsu Dublado,11,"Ação, Ecchi, Escola, Fantasia, Harém",2023,??,https://www.anroll.net/a/qpBPURUK8r
341,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi ♀",12,"Ação, Fantasia",2022,??,https://www.anroll.net/a/zlEbvH1u34
342,Eizouken ni wa Te wo Dasu na!,12,"Aventura, Comédia, Escola, Seinen",2020,8.2,https://www.anroll.net/a/vbhZGR7pfc
343,Elfen Lied,14,"Ação, Drama, Psicológico, Romance, Seinen, Sobrenatural, Terror",2004,7.5,https://www.anroll.net/a/YRsYEu1wJj
344,Emiya-san Chi no Kyou no Gohan,13,"Comédia, Slice of Life",018,0.0,https://www.anroll.net/a/UHiXThylRA
345,ENDRO!,11,"Fantasia, Magia, Slice of Life",2019,6.9,https://www.anroll.net/a/SniJe77Z3P
346,Enen no Shouboutai (Fire Force),24,"Ação, Ficção Científica, Shounen",2019,7.7,https://www.anroll.net/a/o8GpAtpMf9
347,Enen no Shouboutai 2: Ni no Shou (Fire Force 2),24,"Ação, Ficção Científica, Shounen",2020,7.8,https://www.anroll.net/a/LN1AiahXKS
348,Engage Kiss,13,"Comédia, Romance",2022,??,https://www.anroll.net/a/WxWhYNA2qR
349,Ensemble Stars!,24,"Escola, Música, Shoujo",2019,6.9,https://www.anroll.net/a/pxq9im7B2s
350,Ergo Proxy,23,"Ficção Científica, Mistério, Psicológico",2006,??,https://www.anroll.net/a/DftQSDEy0G
351,Eromanga Sensei,12,"Comédia, Drama, Ecchi, Romance",2017,6.4,https://www.anroll.net/a/EnDjPOSVW6
352,Estab Life: Great Escape,9,Ficção Científica,2022,??,https://www.anroll.net/a/nQQQ1ag07V
353,Evil or Live,13,"Escola, Psicológico",2017,5.8,https://www.anroll.net/a/llt1wXDSnE
354,Extreme Hearts,12,Esportes,2022,??,https://www.anroll.net/a/TdFwwofcjH
355,Fairy Gone,12,"Ação, Demônios, Fantasia, Magia, Sobrenatural",2019,5.8,https://www.anroll.net/a/QQu1y1SWx9
356,Fairy Gone 2,12,"Ação, Demônios, Fantasia, Magia, Sobrenatural",2019,6.4,https://www.anroll.net/a/tvmVM6k7G7
357,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,11,"Escola, Slice of Life",2021,6.0,https://www.anroll.net/a/PxzpTiSJt4
358,Fairy Tail,328,"Ação, Aventura, Comédia, Fantasia, Magia, Shounen",2009,7.7,https://www.anroll.net/a/YbFshI6dW8
359,Fairy Tail (Dublado),5,"Ação, Aventura, Fantasia, Magia, Shounen",2021,??,https://www.anroll.net/a/joHZYYRbwt
360,Fantasy Bishoujo Juniku Ojisan to,12,"Aventura, Comédia, Fantasia",2022,??,https://www.anroll.net/a/1rQJjXJpMn
361,Fate/Apocrypha,25,"Ação, Drama, Fantasia, Magia, Sobrenatural",2017,7.2,https://www.anroll.net/a/WkQdQauXdU
362,Fate/Extra: Last Encore,13,"Ação, Fantasia, Magia",2018,6.5,https://www.anroll.net/a/a5DfuodXr3
363,Fate/Grand Order: Zettai Majuu Sensen Babylonia,21,"Ação, Fantasia, Magia, Sobrenatural",2019,7.9,https://www.anroll.net/a/F1N5kZFAJ7
364,Fate/Stay Night,24,"Ação, Fantasia, Magia, Romance, Sobrenatural",2006,7.3,https://www.anroll.net/a/5K5KIxWnaj
365,Fate/strange Fake: Whispers of Dawn,1,"Ação, Fantasia, Sobrenatural",2023,??,https://www.anroll.net/a/q9f44AM2Bd
366,Fate/Zero,13,"Ação, Fantasia, Magia, Sobrenatural",2012,8.6,https://www.anroll.net/a/JvyQBrbg9U
367,Fate/Zero 2,12,"Ação, Fantasia, Magia, Sobrenatural",2012,8.6,https://www.anroll.net/a/Yeajbm3GlJ
368,Fight League: Gear Gadget Generators,26,"Ação, Ficção Científica, Robôs Gigantes",2019,6.9,https://www.anroll.net/a/r62cjLyy73
369,Free! -Dive to the Future,12,"Comédia, Drama, Escola, Esportes, Slice of Life",2018,7.6,https://www.anroll.net/a/Ba7514lGBc
370,Fruits Basket (2019),25,"Comédia, Drama, Fantasia, Romance, Shoujo, Slice of Life",2019,7.7,https://www.anroll.net/a/RMEM97WJ69
371,Fruits Basket (2019) 2,25,"Comédia, Drama, Romance, Shoujo, Slice of Life, Sobrenatural",2020,8.6,https://www.anroll.net/a/PxVApcZjPi
372,Fruits Basket 3: The Final,13,"Comédia, Drama, Romance, Shoujo, Slice of Life, Sobrenatural",2021,9.1,https://www.anroll.net/a/dD9uxpqUnl
373,Fugou Keiji: Balance:Unlimited,11,"Mistério, Policial",2020,7.5,https://www.anroll.net/a/aPTZgjMusW
374,Fukigen na Mononokean,13,"Comédia, Demônios, Sobrenatural",2016,7.4,https://www.anroll.net/a/tYsnfDlige
375,Fukigen na Mononokean II,13,"Comédia, Demônios, Sobrenatural",2019,7.4,https://www.anroll.net/a/mXN5Jihury
376,Fullmetal Alchemist: Brotherhood,64,"Ação, Aventura, Drama, Fantasia, Magia, Militar, Shounen",2009,9.2,https://www.anroll.net/a/xhlvm2MUiT
377,Fumetsu no Anata e (To Your Eternity),20,"Aventura, Drama, Shounen, Sobrenatural",2021,8.5,https://www.anroll.net/a/CgCAImizk4
378,Fumetsu no Anata e (To Your Eternity) Dublado,20,"Aventura, Drama, Shounen, Sobrenatural",2021,??,https://www.anroll.net/a/jgFDIgJeQU
379,Fumetsu no Anata e 2,20,"Aventura, Drama, Sobrenatural",2022,??,https://www.anroll.net/a/3makSpk9Nb
380,Fumetsu no Anata e 2 (To Your Eternity 2) Dublado,20,"Aventura, Drama, Sobrenatural",2022,??,https://www.anroll.net/a/3KPUlx2HTP
381,Fumikiri Jikan (Crossing Time),12,"Comédia, Slice of Life",2018,6.4,https://www.anroll.net/a/4DDVImz3py
382,Futoku no Guild,12,"Comédia, Ecchi, Fantasia",2022,??,https://www.anroll.net/a/TVgI164QTI
383,Futsal Boys!!!!!,12,Esportes,2022,??,https://www.anroll.net/a/UQ9CN7bYa0
384,"Fuufu Ijou, Koibito Miman",12,"Comédia, Drama, Romance",2022,??,https://www.anroll.net/a/dleltjJnqD
385,"Fuufu Ijou, Koibito Miman Dublado",12,"Comédia, Drama, Romance",2022,??,https://www.anroll.net/a/81h2QYP8ZR
386,Fuuto Tantei,12,"Ação, Drama, Mistério, Sobrenatural",2022,??,https://www.anroll.net/a/LaP0gdUCtw
387,Gabriel DropOut,12,"Comédia, Demônios, Escola, Shounen, Sobrenatural",2017,7.5,https://www.anroll.net/a/4i1uD6E4DN
388,Gabriel Dropout OVA,2,"Comédia, Sobrenatural",2017,7.5,https://www.anroll.net/a/rT0KR9ajRF
389,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",12,"Ação, Fantasia",2022,??,https://www.anroll.net/a/IUNqSUGE37
390,Gakkougurashi!,12,"Escola, Mistério, Psicológico, Slice of Life, Terror",2015,7.6,https://www.anroll.net/a/DkyDWYvgtt
391,Gakusen Toshi Asterisk,24,"Ação, Comédia, Ecchi, Escola, Fantasia, Ficção Científica, Harém, Romance, Sobrenatural",2015,6.8,https://www.anroll.net/a/P7ZSvEP9wA
392,Gal to Kyouryuu,10,"Comédia, Seinen, Slice of Life",2020,6.5,https://www.anroll.net/a/OuNz4JsJrQ
393,GAMERS!,12,"Comédia, Escola, Romance",2017,6.8,https://www.anroll.net/a/SOhUwHBGAh
394,Ganbare Douki-chan,12,"Comédia, Ecchi, Romance",2021,6.8,https://www.anroll.net/a/Fr5p7wu4wU
395,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri (GATE)",24,"Ação, Aventura, Fantasia, Militar",2015,7.7,https://www.anroll.net/a/EKBsOoH7ii
396,GeGeGe no Kitarou (2018),64,"Comédia, Demônios, Shounen, Sobrenatural",2018,7.2,https://www.anroll.net/a/jGQbM65y4s
397,Gekai Elise,12,"Comédia, Fantasia, Romance",2024,??,https://www.anroll.net/a/eJzFxYHWT3
398,Gekidol,12,Música,2021,5.5,https://www.anroll.net/a/dl37U3633C
399,Gekkan Mousou Kagaku,12,Fantasia,2024,??,https://www.anroll.net/a/n9DQyEDNdb
400,Genjitsu no Yohane: SUNSHINE in the MIRROR,13,Fantasia,2023,??,https://www.anroll.net/a/Omyl74KrlA
401,Genjitsu Shugi Yuusha no Oukoku Saikenki,12,"Ação, Fantasia, Harém, Magia, Militar, Romance",2021,7.2,https://www.anroll.net/a/NfnI0OvZ1y
402,Genjitsu Shugi Yuusha no Oukoku Saikenki 2,12,"Ação, Fantasia, Romance",2022,??,https://www.anroll.net/a/93wSTRYMEw
403,Gensou Sangokushi: Tengen Reishinki,12,Fantasia,2022,??,https://www.anroll.net/a/Pe7CXItWFW
404,GetBackers,49,"Ação, Comédia, Drama, Mistério, Sobrenatural",2002,??,https://www.anroll.net/a/BxMW2oA7H1
405,Getsuyoubi no Tawawa,4,"Ecchi, Slice of Life",2021,6.6,https://www.anroll.net/a/fT30hyFbRp
406,Getter Robo Arc,13,"Ação, Ficção Científica, Robôs Gigantes, Shounen",2021,6.2,https://www.anroll.net/a/M4PRWHF7hI
407,Giant Killing,26,"Drama, Esportes, Seinen",2010,7.6,https://www.anroll.net/a/xmRmlsTak0
408,Gibiate,12,"Ação, Artes Marciais, Fantasia, Samurai, Terror",2020,3.8,https://www.anroll.net/a/i2xrU7ybeH
409,Gin no Guardian,12,"Aventura, Fantasia",2017,6.2,https://www.anroll.net/a/xHMwy8YAog
410,Gin no Guardian 2,6,"Aventura, Fantasia",2018,6.5,https://www.anroll.net/a/CsrJzDBMBe
411,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,12,"Ação, Drama, Espaço, Ficção Científica, Militar",770,??,https://www.anroll.net/a/CaOHDAVyli
412,Ginga Eiyuu Densetsu: Die Neue These - Kaikou 2,2,"Ação, Drama, Espaço, Militar, Slice of Life",2019,7.7,https://www.anroll.net/a/ETxwOZZUvA
413,Gintama,367,"Ação, Comédia, Ficção Científica, Histórico, Paródia, Samurai, Shounen",2006,8.9,https://www.anroll.net/a/FcXhMUXxqm
